[2025-12-20 23:00:01] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x96e | src=10.216.16.8:34142 -> dst=10.47.111.60:80 | http=PATCH /api/v1/orders 500 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:test pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.18
[2025-12-21 02:39:07] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x6cf | src=10.245.237.43:49890 -> dst=10.191.111.254:443 | http=PATCH /login 500 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:test pod:gateway-7f8c9d7b6b-x4n1k node:worker-2 route:web.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.4
[2025-12-21 02:39:08] [SALDIRI] TEHDIT: SQL Injection Denemesi | Aksiyon: Bloklandı | Stage: Initial Access | Rule: WAF-SQLI-3003 | ID: 0xa9d | src=168.131.117.167:3744 -> dst=10.98.249.65:443 | http=PUT /admin 201 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:auth.example.lab | neden="URL/Body içinde şüpheli anahtar kelime kombinasyonları görüldü." conf=0.92
[2025-12-21 02:39:10] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x649 | src=10.224.209.129:7147 -> dst=10.126.107.83:8443 | http=DELETE / 403 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:test pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:pay.example.lab | neden="Health-check başarılı." conf=0.28
[2025-12-21 02:39:14] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x2c8 | src=10.233.53.185:40796 -> dst=10.98.94.4:443 | http=POST /api/v1/users 401 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:monitoring pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.42
[2025-12-21 02:39:16] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x440 | src=10.3.236.87:54316 -> dst=10.221.59.143:80 | http=PATCH /admin 400 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:test pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:web.example.lab | neden="Pod metrikleri stabil." conf=0.2
[2025-12-21 02:39:22] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x884 | src=10.38.12.157:59306 -> dst=10.123.30.153:443 | http=PUT /admin 200 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:web.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.32
[2025-12-21 02:39:28] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x4c1 | src=10.84.229.223:12665 -> dst=10.27.23.190:8443 | http=GET /.env 401 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:web.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.18
[2025-12-21 02:39:30] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xd21 | src=10.189.181.31:32100 -> dst=10.203.223.2:443 | http=PATCH /actuator/env 500 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:api-6d7f8c9b7f-2kq9x node:worker-1 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.21
[2025-12-21 02:39:32] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x726 | src=10.212.191.5:26712 -> dst=10.242.199.94:8443 | http=POST /actuator/health 400 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.12
[2025-12-21 02:39:33] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xdf0 | src=10.28.11.161:55307 -> dst=10.165.108.147:80 | http=PUT / 200 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:dev pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.19
[2025-12-21 02:39:37] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x335 | src=10.16.24.202:28778 -> dst=10.200.160.132:443 | http=POST /api/v1/orders 403 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:auth.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.11
[2025-12-21 02:39:41] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xb7e | src=10.192.138.62:10829 -> dst=10.159.79.133:443 | http=PATCH /.env 204 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:api.example.lab | neden="Health-check başarılı." conf=0.24
[2025-12-21 02:39:46] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xeb1 | src=10.101.231.250:55167 -> dst=10.125.169.68:8443 | http=DELETE /actuator/env 200 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:payments pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:auth.example.lab | neden="Health-check başarılı." conf=0.21
[2025-12-21 02:39:48] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x439 | src=10.121.102.218:42635 -> dst=10.254.205.83:8443 | http=PUT /actuator/health 201 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:pay.example.lab | neden="Health-check başarılı." conf=0.29
[2025-12-21 02:39:50] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xc79 | src=10.188.98.113:22447 -> dst=10.81.52.231:8080 | http=GET /wp-login.php 200 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:auth pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.26
[2025-12-21 02:39:53] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xa18 | src=10.135.78.247:41295 -> dst=10.168.91.73:8443 | http=DELETE /api/v1/users 401 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:pay.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.13
[2025-12-21 02:39:53] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x1f1 | src=10.114.160.5:35341 -> dst=10.159.85.90:8080 | http=POST /actuator/health 401 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:web.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.44
[2025-12-21 02:39:53] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x2b6 | src=10.177.199.139:6774 -> dst=10.179.123.174:443 | http=PUT /admin 500 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:web.example.lab | neden="Pod metrikleri stabil." conf=0.36
[2025-12-21 02:39:57] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xf94 | src=10.122.40.70:1204 -> dst=10.124.159.34:8080 | http=POST /api/v1/payments 429 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.4
[2025-12-21 02:40:00] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x2f5 | src=10.99.75.188:37645 -> dst=10.94.193.149:443 | http=GET /api/v1/payments 400 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:dev pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.15
[2025-12-21 02:40:02] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x4e4 | src=10.169.114.166:61036 -> dst=10.0.44.158:443 | http=PATCH /api/v1/payments 500 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:auth.example.lab | neden="Health-check başarılı." conf=0.42
[2025-12-21 02:40:08] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xdd8 | src=10.211.196.47:15413 -> dst=10.161.78.92:80 | http=POST /login 401 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:payments pod:web-5c7b9d4cdd-hm8z1 node:infra-1 route:pay.example.lab | neden="Health-check başarılı." conf=0.45
[2025-12-21 02:40:09] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x544 | src=10.144.143.15:4356 -> dst=10.116.28.25:443 | http=PUT /actuator/env 200 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:api-6d7f8c9b7f-2kq9x node:worker-1 route:web.example.lab | neden="Health-check başarılı." conf=0.38
[2025-12-21 02:40:10] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xc12 | src=10.119.24.58:39008 -> dst=10.113.210.124:443 | http=POST /actuator/health 500 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.24
[2025-12-21 02:40:11] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x5f0 | src=10.98.77.141:22097 -> dst=10.108.81.85:8443 | http=PUT /api/v1/payments 301 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:web-5c7b9d4cdd-hm8z1 node:infra-1 route:pay.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.3
[2025-12-21 02:40:14] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x8fe | src=10.216.215.31:7474 -> dst=10.63.121.1:8080 | http=PUT /api/v1/payments 301 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:test pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:auth.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.21
[2025-12-21 02:40:18] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xe74 | src=10.35.135.66:39052 -> dst=10.27.199.81:443 | http=DELETE /actuator/env 204 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:test pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:auth.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.17
[2025-12-21 02:40:24] [SALDIRI] KRITIK: Firmware Enjeksiyonu (Simülasyon) | Aksiyon: Bloklandı | Stage: Execution | Rule: FW-INJECT-9001 | ID: 0x180 | src=24.167.199.144:43712 -> dst=10.222.241.77:8080 | http=DELETE /admin 404 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:dev pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:pay.example.lab | neden="Yetkisiz binary/firmware benzeri payload pattern’i tespit edildi." conf=0.95
[2025-12-21 02:40:27] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xd6e | src=10.78.150.86:33498 -> dst=10.176.78.117:80 | http=POST / 500 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:payments pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:web.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.25
[2025-12-21 02:40:33] [SALDIRI] KRITIK: Firmware Enjeksiyonu (Simülasyon) | Aksiyon: Bloklandı | Stage: Execution | Rule: FW-INJECT-9001 | ID: 0xd63 | src=10.50.86.51:45355 -> dst=10.32.183.13:443 | http=POST /wp-login.php 500 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:dev pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:pay.example.lab | neden="Beklenmedik imza/format ve tekrar denemeler kritik ihlal göstergesi." conf=0.91
[2025-12-21 02:40:39] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x778 | src=10.10.4.13:25630 -> dst=10.99.64.9:8443 | http=POST /login 500 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:auth pod:web-5c7b9d4cdd-hm8z1 node:infra-1 route:auth.example.lab | neden="Pod metrikleri stabil." conf=0.38
[2025-12-21 02:40:45] [SALDIRI] TEHDIT: TLS Downgrade / Fuzzing | Aksiyon: Bloklandı | Stage: Initial Access | Rule: TLS-ANOM-2001 | ID: 0x87a | src=10.60.195.108:40124 -> dst=10.22.249.44:8080 | http=PUT /api/v1/orders 301 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:payments pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:pay.example.lab | neden="Kısa süreli tekrarlayan handshake hataları fuzzing davranışına benziyor." conf=0.83
[2025-12-21 02:40:47] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x52 | src=10.132.128.164:15246 -> dst=10.117.102.227:443 | http=DELETE /api/v1/users 301 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:web.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.38
[2025-12-21 02:40:52] [SALDIRI] TEHDIT: TLS Downgrade / Fuzzing | Aksiyon: Bloklandı | Stage: Initial Access | Rule: TLS-ANOM-2001 | ID: 0xc77 | src=55.93.64.16:15717 -> dst=10.204.102.164:8080 | http=POST /api/v1/payments 200 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:pay.example.lab | neden="TLS el sıkışmasında anormal sürüm/şifre takımı denemeleri tespit edildi." conf=0.94
[2025-12-21 02:40:55] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x70e | src=10.172.104.15:50397 -> dst=10.248.111.252:80 | http=GET /api/v1/users 201 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:api-6d7f8c9b7f-2kq9x node:worker-1 route:pay.example.lab | neden="Health-check başarılı." conf=0.12
[2025-12-21 02:40:59] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x58d | src=10.156.201.196:54842 -> dst=10.94.88.230:80 | http=POST /.env 429 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:pay.example.lab | neden="Pod metrikleri stabil." conf=0.27
[2025-12-21 02:41:01] [SALDIRI] TEHDIT: TLS Downgrade / Fuzzing | Aksiyon: Bloklandı | Stage: Initial Access | Rule: TLS-ANOM-2001 | ID: 0xa59 | src=60.88.206.71:8004 -> dst=10.3.40.186:8443 | http=DELETE /api/v1/users 404 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:api-6d7f8c9b7f-2kq9x node:worker-1 route:api.example.lab | neden="TLS el sıkışmasında anormal sürüm/şifre takımı denemeleri tespit edildi." conf=0.86
[2025-12-21 02:41:07] [SALDIRI] KRITIK: RBAC Yetki Yükseltme Şüphesi | Aksiyon: Engellendi | Stage: Privilege Escalation | Rule: K8S-RBAC-4005 | ID: 0xb8d | src=199.217.49.202:22445 -> dst=10.127.24.136:8080 | http=GET / 200 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:payments pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:api.example.lab | neden="Yüksek ayrıcalık istek paterni normal dışı." conf=0.85
[2025-12-21 02:41:08] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x92c | src=10.6.185.224:51776 -> dst=10.72.174.223:8080 | http=DELETE /api/v1/orders 200 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:test pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.21
[2025-12-21 02:41:11] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xbe4 | src=10.171.183.75:12557 -> dst=10.181.189.222:443 | http=GET /.env 403 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:web.example.lab | neden="Health-check başarılı." conf=0.41
[2025-12-21 02:41:11] [SALDIRI] KRITIK: RBAC Yetki Yükseltme Şüphesi | Aksiyon: Engellendi | Stage: Privilege Escalation | Rule: K8S-RBAC-4005 | ID: 0xc28 | src=63.233.160.155:18732 -> dst=10.166.112.35:8443 | http=DELETE /actuator/health 429 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:monitoring pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:web.example.lab | neden="Yüksek ayrıcalık istek paterni normal dışı." conf=0.84
[2025-12-21 02:41:11] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xc43 | src=10.172.130.15:51012 -> dst=10.102.164.111:8443 | http=PUT /api/v1/users 429 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:auth.example.lab | neden="Health-check başarılı." conf=0.3
[2025-12-21 02:41:12] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x7a8 | src=10.182.186.237:32048 -> dst=10.22.18.30:443 | http=POST /admin 401 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:dev pod:api-6d7f8c9b7f-2kq9x node:worker-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.13
[2025-12-21 02:41:15] [SALDIRI] KRITIK: Firmware Enjeksiyonu (Simülasyon) | Aksiyon: Bloklandı | Stage: Execution | Rule: FW-INJECT-9001 | ID: 0x2ac | src=197.167.4.227:60759 -> dst=10.196.136.61:8080 | http=PATCH /admin 429 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:api.example.lab | neden="Beklenmedik imza/format ve tekrar denemeler kritik ihlal göstergesi." conf=0.87
[2025-12-21 02:41:17] [SALDIRI] KRITIK: Firmware Enjeksiyonu (Simülasyon) | Aksiyon: Bloklandı | Stage: Execution | Rule: FW-INJECT-9001 | ID: 0x142 | src=213.228.242.37:43493 -> dst=10.0.25.118:8080 | http=PATCH /api/v1/orders 400 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:dev pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:auth.example.lab | neden="Yetkisiz binary/firmware benzeri payload pattern’i tespit edildi." conf=0.99
[2025-12-21 02:41:18] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x543 | src=10.62.113.48:57760 -> dst=10.13.203.53:8080 | http=PATCH /wp-login.php 429 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.15
[2025-12-21 02:41:22] [SALDIRI] TEHDIT: TLS Downgrade / Fuzzing | Aksiyon: Bloklandı | Stage: Initial Access | Rule: TLS-ANOM-2001 | ID: 0x15c | src=10.190.243.225:12998 -> dst=10.151.57.157:443 | http=PATCH /login 400 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:pay.example.lab | neden="Kısa süreli tekrarlayan handshake hataları fuzzing davranışına benziyor." conf=0.9
[2025-12-21 02:41:27] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x337 | src=10.99.171.176:12390 -> dst=10.210.91.53:8443 | http=GET / 200 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:auth.example.lab | neden="Pod metrikleri stabil." conf=0.4
[2025-12-21 02:41:28] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xa85 | src=10.44.22.209:24930 -> dst=10.4.1.224:443 | http=DELETE / 500 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:dev pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.34
[2025-12-21 02:41:29] [SALDIRI] KRITIK: RBAC Yetki Yükseltme Şüphesi | Aksiyon: Engellendi | Stage: Privilege Escalation | Rule: K8S-RBAC-4005 | ID: 0x7d2 | src=150.127.250.76:12143 -> dst=10.215.39.45:80 | http=DELETE / 403 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:web.example.lab | neden="RoleBinding/ClusterRoleBinding değişikliği denemesi görüldü." conf=0.97
[2025-12-21 02:41:30] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xd9f | src=10.253.184.237:46983 -> dst=10.195.204.57:8443 | http=DELETE /api/v1/orders 403 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:auth.example.lab | neden="Health-check başarılı." conf=0.41
[2025-12-21 02:41:33] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x136 | src=10.184.50.3:50114 -> dst=10.172.212.192:8443 | http=GET /admin 400 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:dev pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:api.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.21
[2025-12-21 02:41:35] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x994 | src=10.208.131.35:61226 -> dst=10.253.168.192:8080 | http=DELETE /.env 500 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:auth.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.21
[2025-12-21 02:41:37] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x6b8 | src=10.3.179.123:38993 -> dst=10.15.61.16:80 | http=POST /api/v1/payments 204 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:auth pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:auth.example.lab | neden="Health-check başarılı." conf=0.3
[2025-12-21 02:41:38] [SALDIRI] KRITIK: RBAC Yetki Yükseltme Şüphesi | Aksiyon: Engellendi | Stage: Privilege Escalation | Rule: K8S-RBAC-4005 | ID: 0x89f | src=10.206.135.197:1763 -> dst=10.75.24.212:80 | http=PATCH / 429 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:api.example.lab | neden="Yüksek ayrıcalık istek paterni normal dışı." conf=0.91
[2025-12-21 02:41:43] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x7fa | src=10.10.50.224:25234 -> dst=10.0.121.253:443 | http=GET /api/v1/payments 404 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:auth pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.24
[2025-12-21 02:41:49] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x100 | src=10.252.145.37:24693 -> dst=10.72.125.225:80 | http=POST /actuator/env 200 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:api.example.lab | neden="Health-check başarılı." conf=0.33
[2025-12-21 02:41:49] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x8a | src=10.109.44.11:54917 -> dst=10.206.11.4:8443 | http=POST /login 400 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:web.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.36
[2025-12-21 02:41:53] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xfed | src=10.210.174.28:55467 -> dst=10.200.17.66:8443 | http=PATCH /login 201 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:web-5c7b9d4cdd-hm8z1 node:infra-1 route:web.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.25
